Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts
Т-банк (Тинькофф),T,Кассир.ру,13.07.2018,10:40,16.07.2018,12:14,Завершена,"23,76","40,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,7.2018,7.2018,,24.07.2018,13.07.2018,Услуги / торговля,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2018-07-13,10:40,2018-07-24,2018-07-13,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.317163+03:00
Альфа-банк,ACBR,Home Credit Беларусь (НКФО Хоум Кредит),22.06.2018,,20.06.2018,,Завершена,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Импортная,6.2018,3.2018,,22.06.2018,22.06.2018,Финансы / Инвестиции / Страхование / Консалтинг,Беларусь,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2018-06-22,,2018-06-22,2018-06-22,,,,,3.12.9,2026-03-22T00:38:56.319215+03:00
Альфа-банк,ACBR,Кошелек / CardsMobile (ООО Бесконтакт),14.05.2018,,14.05.2018,14:57,Завершена,"3,00","25,00%",Участие,Рыночная,Горизонтальная,Внутренняя,5.2018,,,16.05.2018,14.05.2018,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2018-05-14,,2018-05-16,2018-05-14,,,,,3.12.9,2026-03-22T00:38:56.320961+03:00
ПАО Совкомбанк,SVCB,Росевробанк,13.03.2018,,20.04.2018,15:54,Завершена,,"30,00%",Консолидация,Рыночная,Горизонтальная,Внутренняя,4.2018,,3.2018,26.04.2018,13.03.2018,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2018-03-13,,2018-04-26,2018-03-13,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.323410+03:00
Альфа-банк,ACBR,Сбарро Рус (Пицца Сбарро),22.03.2018,,22.03.2018,09:25,Завершена,"3,50","25,10%",Влияние,Рыночная,Круговая,Внутренняя,3.2018,,,22.03.2018,22.03.2018,Пищевая промышленность,"Азербайджан, Казахстан, Россия",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2018-03-22,,2018-03-22,2018-03-22,,,,,3.12.9,2026-03-22T00:38:56.326446+03:00
Сбер (Сбербанк),SBER,Мессенджер Dialog,18.12.2017,06:16,29.03.2018,12:40,Завершена,,"60,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,3.2018,10.2017,,30.03.2018,11.10.2017,Телекоммуникации,"Индия, Латвия, Россия (СЗФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",4.680684,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-12-18,06:16,2018-03-30,2017-10-11,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.328432+03:00
Альфа-банк,ACBR,Pay-Me,25.01.2018,,25.01.2018,09:37,Завершена,"7,51","49,00%",Влияние,Рыночная,Вертикальная,Внутренняя,1.2018,,,25.01.2018,25.01.2018,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2018-01-25,,2018-01-25,2018-01-25,,,,,3.12.9,2026-03-22T00:38:56.331100+03:00
Сбер (Сбербанк),SBER,Агрохолдинг Юрма,28.01.2018,,18.01.2018,,Завершена,,"100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,1.2018,,,28.01.2018,28.01.2018,Пищевая промышленность,Россия (ПФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.774414,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_non_trade_day_next_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2018-01-28,,2018-01-28,2018-01-28,1,2018-01-29,2018-01-29T10:00:00+03:00,time_missing_non_trade_day_next_open,3.12.9,2026-03-22T00:38:56.332455+03:00
Сбер (Сбербанк),SBER,Гатчинский комбикормовый завод (ГКЗ),18.01.2018,00:00,19.01.2018,17:37,Оформление,"7,52—32,24","77,00%",Поглощение,Рыночная,Круговая,Внутренняя,,,1.2018,28.01.2018,28.01.2018,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.774414,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2018-01-18,00:00,2018-01-28,2018-01-28,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.334559+03:00
ПАО Совкомбанк,SVCB,Росевробанк,17.10.2017,,30.01.2018,20:36,Завершена,"64,00","11,00%",Консолидация,Рыночная,Горизонтальная,Внутренняя,1.2018,11.2017,11.2017,30.01.2018,17.10.2017,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2017-10-17,,2018-01-30,2017-10-17,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.337027+03:00
Т-банк (Тинькофф),T,CloudPayments,13.10.2017,,12.10.2017,22:30,Завершена,"5,09","55,00%",Покупка,Рыночная,Вертикальная,Внутренняя,10.2017,,,11.10.2017,13.10.2017,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2017-10-13,,2017-10-11,2017-10-13,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.339869+03:00
Сбер (Сбербанк),SBER,Мособлкомплекс / Складской комплекс в Лобне Московской области,27.09.2017,,04.09.2017,12:24,Оформление,,"100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,,,9.2017,29.09.2017,27.09.2017,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.769138,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-09-27,,2017-09-29,2017-09-27,0,2017-09-27,2017-09-27T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.341834+03:00
Сбер (Сбербанк),SBER,Poslovni Sistem Mercator d.d. (Mercator) (Словения),12.07.2017,,07.07.2017,18:14,Завершена,"46,26","18,53%",Участие,Рыночная,Круговая,Импортная,7.2017,,,12.07.2017,12.07.2017,Услуги / торговля,Словения,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.708065,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-07-12,,2017-07-12,2017-07-12,0,2017-07-12,2017-07-12T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.344065+03:00
Сбер (Сбербанк),SBER,Синявинская птицефабрика,05.07.2017,,03.05.2017,13:57,Завершена,"59,09—88,64","89,53%",Поглощение,Рыночная,Круговая,Внутренняя,7.2017,,5.2017,11.04.2018,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.708065,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-07-05,,2018-04-11,2017-07-05,0,2017-07-05,2017-07-05T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.346034+03:00
Сбер (Сбербанк),SBER,Агрохолдинг Пулковский,09.06.2017,18:09,,,Оформление,"20,26—28,70","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,,,6.2017,05.07.2017,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-09,18:09,2017-07-05,2017-07-05,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.347940+03:00
Сбер (Сбербанк),SBER,Волховский комбикормовый завод (ВККЗ),26.06.2017,11:59,,,Переговоры,"8,44—12,66","91,43%",Поглощение,Рыночная,Круговая,Внутренняя,,6.2017,,05.07.2017,05.07.2017,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-26,11:59,2017-07-05,2017-07-05,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.349829+03:00
Сбер (Сбербанк),SBER,Мебе-девелопмент,14.06.2017,17:33,,,Оформление,,"50,01%",Покупка,Рыночная,Круговая,Внутренняя,,,6.2017,19.06.2017,19.06.2017,Строительство,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.902696,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-06-14,17:33,2017-06-19,2017-06-19,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.351827+03:00
Сбер (Сбербанк),SBER,DocDoc,16.03.2017,00:00,29.05.2017,,Завершена,"29,10","79,60%",Поглощение,Рыночная,Круговая,Внутренняя,5.2017,,,26.05.2017,26.05.2017,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.842334,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-03-16,00:00,2017-05-26,2017-05-26,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.353813+03:00
МТС-банк (Московский банк реконструкции и развития),MBNK,Кагальницкий молокозавод,16.10.2015,,07.04.2017,16:22,Завершена,"13,07","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,3.2017,2.2017,3.2017,11.04.2017,16.10.2015,Пищевая промышленность,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, ЮФО, УФО, СФО, ПФО)",,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,MBNK,МТС-Банк,TQBR,459a1a0a-0253-465a-bd4e-afaaf5e670b0,TCS00A0JRH43,0,2015-10-16,,2017-04-11,2015-10-16,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.356890+03:00
Сбер (Сбербанк),SBER,Sistema Venture Capital (Sistema VC),03.02.2017,,03.02.2017,06:43,Завершена,"16,86","10,00%",Участие,Рыночная,Параллельная,Внутренняя,2.2017,,,03.02.2017,03.02.2017,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.833901,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-02-03,,2017-02-03,2017-02-03,0,2017-02-03,2017-02-03T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.359564+03:00
ПАО Совкомбанк,SVCB,Гаранти банк – Москва,10.10.2016,,10.10.2016,10:40,Оформление,"40,46","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,12.2016,,10.2016,10.10.2016,10.10.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-10-10,,2016-10-10,2016-10-10,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.361982+03:00
ПАО Совкомбанк,SVCB,КБ Пойдём!,29.04.2016,,24.11.2016,,Завершена,"5,91","100,00%",Полное приобретение,Квазиприватизационная,Горизонтальная,Внутренняя,12.2016,,11.2016,21.01.2017,29.04.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-04-29,,2017-01-21,2016-04-29,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.363665+03:00
Т-банк (Тинькофф),T,Мобильное приложение В кармане,28.08.2015,17:16,28.12.2016,,Завершена,"1,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,12.2016,,,28.12.2016,28.12.2016,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2015-08-28,17:16,2016-12-28,2016-12-28,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.365442+03:00
ПАО Совкомбанк,SVCB,РТС-тендер,10.10.2016,,19.10.2016,,Оформление,,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,,,10.2016,11.10.2016,10.10.2016,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-10-10,,2016-10-11,2016-10-10,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.367189+03:00
ПАО Совкомбанк,SVCB,Модульбанк (Региональный кредит),29.03.2016,,29.03.2016,20:56,Завершена,"6,04","9,99%",Участие,Рыночная,Горизонтальная,Внутренняя,4.2016,,3.2016,20.12.2017,29.03.2016,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-03-29,,2017-12-20,2016-03-29,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.368731+03:00
ПАО Совкомбанк,SVCB,Радиотехнические и информационные (РТИ) системы,29.04.2016,,29.04.2016,18:36,Завершена,"57,52","10,00%",Участие,Рыночная,Круговая,Внутренняя,4.2016,,,10.05.2016,29.04.2016,Телекоммуникации,"Австрия, Россия (СЗФО, ЦФО, ПФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2016-04-29,,2016-05-10,2016-04-29,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.370320+03:00
Сбер (Сбербанк),SBER,Advanced Merchant Payments (AMP),17.05.2016,,,,Завершена,"1,00","10,00%",Консолидация,Рыночная,Вертикальная,Импортная,3.2016,,,17.05.2016,17.05.2016,Телекоммуникации,"Великобритания, Гонконг, Сингапур",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",1.26461,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2016-05-17,,2016-05-17,2016-05-17,0,2016-05-17,2016-05-17T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.373140+03:00
ПАО Совкомбанк,SVCB,Экспресс-Волга,21.09.2015,,,,Завершена,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,12.2015,,9.2015,15.12.2015,21.09.2015,Финансы / Инвестиции / Страхование / Консалтинг,,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2015-09-21,,2015-12-15,2015-09-21,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.375816+03:00
Альфа-банк,ACBR,Райффайзенбанк,17.11.2015,,,,Переговоры,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,,11.2015,,18.11.2015,17.11.2015,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2015-11-17,,2015-11-18,2015-11-17,,,,,3.12.9,2026-03-22T00:38:56.378517+03:00
Промсвязьбанк (ПСБ),PSBR,Первый объединенный банк / Первобанк,18.06.2015,,11.11.2015,10:31,Завершена,,"86,54%",Поглощение,Рыночная,Горизонтальная,Внутренняя,11.2015,6.2015,7.2015,12.11.2015,18.06.2015,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001069,,0.00104,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-06-18,,2015-11-12,2015-06-18,,,,,3.12.9,2026-03-22T00:38:56.380349+03:00
Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,,,,Завершена,"7,64","9,88%",Консолидация,Рыночная,Горизонтальная,Внутренняя,10.2015,,,14.10.2015,13.07.2015,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, ДФО, ЮФО, СФО, ПФО, СКФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001067,,0.001091,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-07-13,,2015-10-14,2015-07-13,,,,,3.12.9,2026-03-22T00:38:56.382056+03:00
Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,,,,Завершена,,"24,60%",Консолидация,Рыночная,Горизонтальная,Внутренняя,8.2015,,,24.08.2015,13.07.2015,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, ДФО, ЮФО, СФО, ПФО, СКФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001523,,0.001067,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-07-13,,2015-08-24,2015-07-13,,,,,3.12.9,2026-03-22T00:38:56.383552+03:00
Промсвязьбанк (ПСБ),PSBR,Юг Сибири,12.08.2015,,,,Переговоры,,"74,99%",Покупка,Рыночная,Круговая,Внутренняя,,8.2015,,12.08.2015,12.08.2015,Пищевая промышленность,Россия (СФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001523,,0.001067,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-08-12,,2015-08-12,2015-08-12,,,,,3.12.9,2026-03-22T00:38:56.385226+03:00
Альфа-банк,ACBR,Балтийский банк,29.08.2014,13:34,07.07.2015,,Завершена,,"10,90%",Консолидация,Рыночная,Горизонтальная,Внутренняя,7.2015,,,08.07.2015,21.08.2014,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2014-08-29,13:34,2015-07-08,2014-08-21,,,,,3.12.9,2026-03-22T00:38:56.386728+03:00
Сбер (Сбербанк),SBER,Лизинговая компания Европлан,09.07.2015,00:20,,,Переговоры,"37,00—74,00","25,10%",Влияние,Рыночная,Круговая,Внутренняя,,7.2015,,10.07.2015,09.07.2015,Транспорт,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",1.366531,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2015-07-09,00:20,2015-07-10,2015-07-09,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.388921+03:00
Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,,,,Завершена,,"24,73%",Участие,Рыночная,Горизонтальная,Внутренняя,7.2015,,,13.07.2015,13.07.2015,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, ДФО, ЮФО, СФО, ПФО, СКФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001166,,0.001161,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-07-13,,2015-07-13,2015-07-13,,,,,3.12.9,2026-03-22T00:38:56.392098+03:00
Промсвязьбанк (ПСБ),PSBR,Автовазбанк (АВБ),07.08.2015,09:16,,,Оформление,"13,11—21,85","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,,6.2015,7.2015,28.07.2015,18.06.2015,Финансы / Инвестиции / Страхование / Консалтинг,"Кипр, Россия (ЦФО, ПФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,0.001204,,0.001523,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2015-08-07,09:16,2015-07-28,2015-06-18,,,,,3.12.9,2026-03-22T00:38:56.394721+03:00
Т-банк (Тинькофф),T,НПФ Уралсиб,02.11.2015,08:12,23.11.2015,10:14,Отменена,"25,08","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,,5.2015,,23.11.2015,06.05.2015,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2015-11-02,08:12,2015-11-23,2015-05-06,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.396127+03:00
Сбер (Сбербанк),SBER,Plazius (Platius),12.03.2015,,12.03.2015,13:00,Завершена,,"51,00%",Покупка,Рыночная,Вертикальная,Внутренняя,3.2015,,,13.03.2015,12.03.2015,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",0.877272,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2015-03-12,,2015-03-13,2015-03-12,0,2015-03-12,2015-03-12T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.397863+03:00
